Item_id,Location1,Location2,room_size,area,current_floor,total_from,building_type,repair_status,bill_of_sale,price (AZN)
5001602,nesimi,28 May m.,3,144,6,16,new,No,No,331000
5001588,nesimi,20 Yanvar m.,2,95,12,17,new,Yes,Yes,192000
4996231,nesimi,8 Noyabr m.,4,186,4,17,new,No,No,380000
5001582,nesimi,Avtovağzal m.,2,70,8,10,new,Yes,Yes,155000
5001580,nesimi,28 May m.,3,165,13,16,new,No,No,495000
4923736,nesimi,28 May m.,4,241.1,14,17,new,No,Yes,1205000
4854107,nesimi,8 Noyabr m.,3,140,4,19,new,Yes,Yes,365000
5001506,nesimi,20 Yanvar m.,3,80,5,5,old,Yes,Yes,138000
5001478,nesimi,Memar Əcəmi m.,2,50,3,5,old,Yes,Yes,127900
5001451,nesimi,Nizami m.,1,64,2,16,new,Yes,Yes,200000
5001452,nesimi,Memar Əcəmi m.,3,50,2,5,old,Yes,Yes,133000
5001415,nesimi,Nizami m.,3,88,11,15,new,Yes,Yes,350000
5000291,nesimi,Memar Əcəmi m.,2,60,17,17,new,Yes,Yes,170000
5000668,nesimi,Memar Əcəmi m.,2,48,2,5,old,Yes,Yes,135000
5000889,nesimi,Memar Əcəmi m.,3,65,5,5,old,Yes,Yes,160000
4922367,nesimi,Memar Əcəmi m.,3,83,7,14,new,Yes,No,220000
4370494,nesimi,Nəsimi r.,4,127,8,14,new,No,Yes,318000
4381733,nesimi,Nəsimi r.,4,172,7,16,new,No,No,380000
5001292,nesimi,28 May m.,2,90,4,13,new,Yes,Yes,404000
5001291,nesimi,Memar Əcəmi m.,3,75,5,5,old,Yes,Yes,135000
4547024,nesimi,28 May m.,3,141,2,16,new,Yes,Yes,305000
4961298,nesimi,8 Noyabr m.,3,158,10,18,new,Yes,Yes,315000
4854337,nesimi,8 Noyabr m.,2,60,8,15,new,Yes,Yes,168000
4862572,nesimi,28 May m.,4,198,10,14,new,Yes,Yes,790000
4988952,nesimi,Nizami m.,3,90,8,10,new,Yes,Yes,250000
4959446,nesimi,8 Noyabr m.,3,90,8,10,old,Yes,Yes,185000
4737210,nesimi,28 May m.,4,191,8,17,new,No,Yes,570000
5001221,nesimi,Memar Əcəmi m.,3,65,14,18,new,Yes,Yes,185000
5001216,nesimi,Nizami m.,2,65,12,14,new,Yes,Yes,265000
4872682,nesimi,8 Noyabr m.,3,155,6,17,new,Yes,Yes,290000
5001197,nesimi,Nəsimi r.,2,88,9,17,new,Yes,Yes,272000
4849308,nesimi,Gənclik m.,3,190,6,16,new,Yes,Yes,370000
5001144,nesimi,Nəsimi r.,3,110,5,10,new,Yes,Yes,230000
4490201,nesimi,20 Yanvar m.,3,125,7,16,new,Yes,Yes,285000
4682725,nesimi,Nəsimi r.,4,160,18,19,new,Yes,Yes,350000
4852668,nesimi,Nəsimi r.,4,210,2,16,new,Yes,No,300000
4993218,nesimi,28 May m.,3,85,10,18,new,Yes,Yes,295000
4923129,nesimi,Nəsimi r.,3,101,12,14,new,Yes,Yes,345000
5001070,nesimi,8 Noyabr m.,3,65,9,9,old,No,Yes,145000
4909351,nesimi,28 May m.,4,190,7,18,new,Yes,Yes,780000
4897227,nesimi,28 May m.,2,49,11,17,new,Yes,No,160000
4768818,nesimi,28 May m.,3,121.6,12,17,new,Yes,Yes,390000
4893560,nesimi,Nəsimi r.,3,90,5,5,old,Yes,Yes,220000
4852237,nesimi,8 Noyabr m.,5,208,14,16,new,Yes,Yes,585000
4989881,nesimi,Memar Əcəmi m.,2,50,3,5,old,Yes,Yes,128000
4923755,nesimi,Nəsimi r.,4,210,15,17,new,Yes,Yes,390000
4756746,nesimi,Nəsimi r.,2,115,3,16,new,No,Yes,224000
4587270,nesimi,8 Noyabr m.,4,110,3,19,new,Yes,Yes,290000
5000953,nesimi,8 Noyabr m.,3,70,5,5,old,Yes,Yes,117000
4790536,nesimi,Nizami m.,3,85,4,18,new,Yes,Yes,330000
5000928,nesimi,Nəsimi r.,2,90,3,17,new,Yes,Yes,342000
5000919,nesimi,Memar Əcəmi m.,3,115,10,11,new,Yes,Yes,213000
5000913,nesimi,Nəsimi r.,4,192,6,19,new,Yes,No,630000
4919041,nesimi,28 May m.,3,170,13,18,new,Yes,Yes,650000
5000882,nesimi,Nəsimi r.,3,100,15,16,new,Yes,Yes,318000
4739558,nesimi,8 Noyabr m.,3,94,3,17,new,Yes,Yes,200000
5000873,nesimi,Memar Əcəmi m.,3,60,1,5,old,Yes,Yes,155000
4756192,nesimi,Nəsimi r.,3,136.6,10,16,new,Yes,Yes,440000
3972020,nesimi,Nəsimi r.,4,192,6,17,new,Yes,No,630000
4213968,nesimi,28 May m.,4,240,9,23,new,Yes,Yes,1240000
5000868,nesimi,28 May m.,3,80,12,23,new,No,No,450000
4912788,nesimi,8 Noyabr m.,3,140,14,15,new,Yes,Yes,300000
4814145,nesimi,28 May m.,3,110,13,18,new,No,No,260000
5000843,nesimi,Şah İsmayıl Xətai m.,3,115,3,16,new,Yes,Yes,300000
5000828,nesimi,28 May m.,3,102,6,23,new,Yes,No,650000
5000835,nesimi,Nizami m.,3,175,8,10,new,No,Yes,875000
4923808,nesimi,28 May m.,4,210,15,17,new,No,No,550000
4921680,nesimi,Nəsimi r.,3,85,4,4,old,Yes,Yes,220000
5000784,nesimi,Nəsimi r.,4,184,18,22,new,Yes,Yes,375000
5000781,nesimi,8 Noyabr m.,2,60,1,9,old,Yes,Yes,112000
5000764,nesimi,Memar Əcəmi m.,2,55,5,5,old,Yes,Yes,110000
5000752,nesimi,Nəsimi r.,2,51,16,17,new,Yes,Yes,209100
4924089,nesimi,Nizami m.,4,210,18,19,new,Yes,Yes,530000
4924038,nesimi,Nizami m.,4,178,3,17,new,Yes,Yes,509000
5000750,nesimi,8 Noyabr m.,3,138,8,16,new,No,Yes,329000
2805903,nesimi,Sahil m.,3,183,13,19,new,No,Yes,535000
3120291,nesimi,28 May m.,3,168,12,19,new,Yes,Yes,505000
5000731,nesimi,Nəsimi r.,4,285,5,5,new,Yes,Yes,1190000
4170425,nesimi,28 May m.,4,207.4,7,23,new,No,No,851000
4923367,nesimi,28 May m.,4,190,10,18,new,Yes,Yes,530000
5000700,nesimi,Nəsimi r.,4,181,7,20,new,Yes,Yes,390000
4801366,nesimi,28 May m.,3,121.3,12,16,new,No,No,387200
4606252,nesimi,Nizami m.,3,115,14,18,new,Yes,Yes,360000
4970471,nesimi,Nəsimi r.,3,160,15,18,new,No,No,345000
4914607,nesimi,8 Noyabr m.,3,141,14,14,new,Yes,Yes,310000
5000299,nesimi,28 May m.,3,108,8,16,new,Yes,Yes,330000
4951710,nesimi,Nəsimi r.,2,63,8,16,new,Yes,Yes,211000
5000655,nesimi,Memar Əcəmi m.,2,50,4,5,old,Yes,Yes,114000
5000637,nesimi,Nəsimi r.,4,170,12,17,new,Yes,Yes,360000
4729653,nesimi,Sahil m.,3,77,3,4,old,Yes,Yes,350000
5000607,nesimi,28 May m.,2,83,13,15,new,Yes,No,230000
4990612,nesimi,28 May m.,3,109,10,17,new,No,No,295000
5000595,nesimi,Gənclik m.,4,210,7,17,new,Yes,Yes,790000
5000581,nesimi,Memar Əcəmi m.,2,52,1,5,old,Yes,Yes,130000
5000569,nesimi,28 May m.,3,151,2,18,new,Yes,Yes,350000
5000541,nesimi,Memar Əcəmi m.,2,60,5,5,old,Yes,Yes,94500
4852778,nesimi,Memar Əcəmi m.,2,30,3,5,old,Yes,Yes,120000
5000516,nesimi,28 May m.,3,72,5,5,old,Yes,Yes,209000
4871293,nesimi,28 May m.,1,48,3,16,new,No,No,155000
5000500,nesimi,Nəsimi m.,2,112,15,17,new,Yes,Yes,210000
5000495,nesimi,Nəsimi r.,3,147.5,17,27,new,Yes,Yes,450000
5000253,nesimi,Nəsimi r.,2,72,12,17,new,Yes,Yes,255000
5000441,nesimi,28 May m.,2,55,6,17,new,Yes,No,170000
4910618,nesimi,Nizami m.,3,118,10,12,new,Yes,Yes,369990
5000431,nesimi,20 Yanvar m.,2,92,2,18,new,Yes,Yes,206000
5000425,nesimi,Memar Əcəmi m.,3,160,10,13,new,Yes,Yes,318000
5000430,nesimi,8 Noyabr m.,3,104,12,20,new,Yes,Yes,260000
5000428,nesimi,Memar Əcəmi m.,3,126,6,8,new,Yes,Yes,280000
5000420,nesimi,Nəsimi r.,3,98.4,17,22,new,Yes,Yes,328000
5000415,nesimi,Sahil m.,4,260,13,17,new,Yes,Yes,680000
4998189,nesimi,28 May m.,2,83,13,15,new,Yes,No,225000
5000410,nesimi,Nəsimi r.,2,74,3,16,new,No,No,175000
5000401,nesimi,Nəsimi r.,2,58,3,5,old,Yes,Yes,220000
5000404,nesimi,Nizami m.,1,73,10,16,new,No,Yes,200000
4693572,nesimi,8 Noyabr m.,2,69,4,19,new,Yes,Yes,175000
5000383,nesimi,Memar Əcəmi m.,2,53,1,5,old,Yes,Yes,123000
4816835,nesimi,28 May m.,3,103,8,18,new,Yes,Yes,370000
5000363,nesimi,28 May m.,2,83,13,17,new,Yes,Yes,230000
5000349,nesimi,28 May m.,3,123,16,18,new,Yes,Yes,350000
5000348,nesimi,Nizami m.,3,114,3,17,new,Yes,Yes,342000
5000345,nesimi,20 Yanvar m.,3,125,2,16,new,Yes,Yes,250000
4942177,nesimi,Nəsimi r.,3,70,3,5,old,Yes,Yes,185000
4115884,nesimi,20 Yanvar m.,3,127,18,18,new,No,Yes,190000
4764232,nesimi,8 Noyabr m.,3,137,3,17,new,Yes,No,330000
4922784,nesimi,8 Noyabr m.,3,134,10,17,new,Yes,Yes,305000
5000330,nesimi,28 May m.,4,242,12,17,new,No,No,677000
5000320,nesimi,Memar Əcəmi m.,3,60,5,5,old,Yes,Yes,120000
4918682,nesimi,8 Noyabr m.,2,100,7,18,new,Yes,Yes,235000
4918725,nesimi,28 May m.,2,72,4,12,new,No,No,190000
4847200,nesimi,Nəsimi r.,4,147,3,21,new,Yes,Yes,254000
5000298,nesimi,28 May m.,4,162,15,17,new,No,No,356000
4784274,nesimi,28 May m.,2,60,2,16,new,Yes,No,198000
5000257,nesimi,8 Noyabr m.,2,108,3,15,new,No,No,260000
5000246,nesimi,20 Yanvar m.,2,50,2,5,new,Yes,Yes,148000
5000238,nesimi,Memar Əcəmi m.,3,45,2,5,old,Yes,Yes,135000
3772291,nesimi,20 Yanvar m.,7,250,10,11,new,Yes,Yes,295000
4953033,nesimi,8 Noyabr m.,3,105,6,19,new,Yes,No,315000
5000208,nesimi,8 Noyabr m.,3,150,11,20,new,Yes,Yes,486000
5000201,nesimi,28 May m.,3,166,6,16,new,No,Yes,448000
4852105,nesimi,Nizami m.,3,150,2,18,new,Yes,Yes,470000
4897530,nesimi,8 Noyabr m.,4,168,4,27,new,Yes,Yes,550000
4897706,nesimi,28 May m.,4,200,17,20,new,No,Yes,432000
5000172,nesimi,Sahil m.,6,302,13,14,new,No,Yes,1100000
5000173,nesimi,28 May m.,4,104,8,17,new,No,No,260000
5000171,nesimi,Nəsimi r.,3,91,11,18,new,Yes,No,315000
4899418,nesimi,28 May m.,2,71,11,17,new,Yes,Yes,245000
5000162,nesimi,Nəsimi r.,4,178,8,18,new,Yes,Yes,550000
4839765,nesimi,Gənclik m.,3,93,9,10,new,No,No,260000
4915427,nesimi,Gənclik m.,3,150,4,14,new,Yes,Yes,335000
4851693,nesimi,28 May m.,4,196,7,17,new,No,Yes,600000
5000144,nesimi,Memar Əcəmi m.,3,55,3,5,old,Yes,Yes,119000
4922573,nesimi,Nizami m.,4,225,4,24,new,No,Yes,585000
4922366,nesimi,28 May m.,2,66,11,15,new,No,Yes,189000
4922993,nesimi,Nəsimi r.,2,92,9,10,new,No,No,232000
4923107,nesimi,28 May m.,3,175,12,17,new,Yes,No,485000
4923211,nesimi,28 May m.,4,206,10,17,new,No,No,535000
5000139,nesimi,Nəsimi r.,2,62,3,17,new,Yes,Yes,210000
4702245,nesimi,Nəsimi r.,4,232,5,21,new,No,Yes,986000
4702336,nesimi,Nəsimi r.,3,202,8,21,new,No,Yes,824000
5000117,nesimi,Memar Əcəmi m.,4,140,12,12,new,Yes,Yes,355000
4918816,nesimi,Nizami m.,4,184,6,17,new,Yes,Yes,423000
4922813,nesimi,Kubinka q.,3,154,6,18,new,No,Yes,400000
4922883,nesimi,Kubinka q.,4,245,4,18,new,No,Yes,539000
5000038,nesimi,28 May m.,3,157,12,16,new,Yes,Yes,450000
5000016,nesimi,Nizami m.,4,195,5,16,new,Yes,Yes,650000
5000024,nesimi,8 Noyabr m.,2,100,7,18,new,Yes,Yes,235000
4917398,nesimi,Nəsimi r.,2,73.5,3,17,new,No,No,205000
4999989,nesimi,28 May m.,2,85,13,15,new,Yes,No,230000
4999978,nesimi,28 May m.,2,63,8,18,new,Yes,Yes,238000
4850493,nesimi,Nəsimi r.,3,143,11,18,new,Yes,No,420000
4999969,nesimi,8 Noyabr m.,4,130,8,13,new,Yes,Yes,355000
4999939,nesimi,8 Noyabr m.,4,181,16,16,new,No,Yes,316000
4999929,nesimi,28 May m.,3,88,9,16,new,Yes,No,265000
4842237,nesimi,28 May m.,3,130,10,17,new,No,No,330000
4999909,nesimi,Nəsimi r.,2,92,9,10,new,No,Yes,230000
4999907,nesimi,Nəsimi r.,3,146,6,16,new,Yes,Yes,365000
4772883,nesimi,28 May m.,3,79,14,16,new,Yes,No,240000
4999882,nesimi,28 May m.,4,185.5,9,15,new,No,No,482000
4919726,nesimi,Nəsimi r.,3,100,10,16,new,Yes,Yes,550000
4837704,nesimi,28 May m.,2,60,17,17,new,Yes,Yes,215000
4732333,nesimi,Nəsimi r.,2,60,14,17,new,Yes,Yes,207000
4854578,nesimi,Memar Əcəmi m.,3,80,8,9,old,Yes,Yes,148000
4999803,nesimi,Nəsimi r.,2,67,3,9,new,No,No,180000
4999789,nesimi,Memar Əcəmi m.,3,131,3,8,new,No,No,240000
4999778,nesimi,Memar Əcəmi m.,3,60,4,5,new,Yes,Yes,135000
4965568,nesimi,Nizami m.,3,130,11,18,new,Yes,Yes,305000
4951306,nesimi,8 Noyabr m.,4,205,17,18,new,Yes,Yes,410000
4998869,nesimi,28 May m.,2,83,13,15,new,Yes,No,228000
4928525,nesimi,8 Noyabr m.,2,70,9,17,new,Yes,Yes,198000
4913917,nesimi,Nəsimi r.,3,129,15,20,new,Yes,No,420000
4999650,nesimi,Nəsimi m.,2,100,4,18,new,Yes,Yes,245000
4999625,nesimi,20 Yanvar m.,3,98,14,20,new,Yes,Yes,240000
4922310,nesimi,28 May m.,4,210,16,22,new,No,Yes,550000
4900261,nesimi,Nəsimi r.,3,115,3,19,new,No,No,278000
4999562,nesimi,28 May m.,2,72,5,17,new,No,Yes,249000
4742058,nesimi,20 Yanvar m.,3,100,7,16,new,Yes,Yes,355000
4999548,nesimi,28 May m.,2,85,13,15,new,Yes,No,230000
4999541,nesimi,Memar Əcəmi m.,2,55,2,5,old,Yes,Yes,134000
4999494,nesimi,20 Yanvar m.,4,182,11,17,new,Yes,Yes,385000
4999480,nesimi,Memar Əcəmi m.,2,65,6,9,old,Yes,Yes,146000
4780333,nesimi,Nizami m.,2,82,8,17,new,Yes,Yes,289000
4999428,nesimi,Nəsimi r.,4,210,17,19,new,Yes,Yes,550000
4999430,nesimi,Nəsimi r.,3,185,6,16,new,Yes,Yes,430000
4778508,nesimi,Memar Əcəmi m.,3,43,5,5,old,Yes,Yes,130000
4999361,nesimi,Memar Əcəmi m.,2,97,9,17,new,Yes,Yes,235000
4780280,nesimi,Nəsimi r.,3,117,10,17,new,Yes,Yes,350000
4576145,nesimi,Nizami m.,3,110,6,17,new,Yes,Yes,360000
4999339,nesimi,8 Noyabr m.,2,75,3,17,new,No,No,175000
4852676,nesimi,28 May m.,4,203,7,17,new,No,Yes,600000
4999322,nesimi,28 May m.,3,134,5,16,new,Yes,Yes,410000
4919861,nesimi,Nəsimi r.,3,166,13,20,new,Yes,Yes,405000
4039177,nesimi,Nəsimi r.,4,184,9,14,new,No,Yes,400000
4999303,nesimi,Memar Əcəmi m.,3,60,1,5,old,Yes,Yes,172000
4992122,nesimi,8 Noyabr m.,4,130,8,13,new,Yes,Yes,355000
4999271,nesimi,28 May m.,4,148,9,17,new,No,Yes,500000
4843654,nesimi,Memar Əcəmi m.,2,50,4,5,old,Yes,Yes,131000
4999266,nesimi,Memar Əcəmi m.,4,121,10,17,new,Yes,Yes,275000
4999263,nesimi,28 May m.,3,170,10,16,new,Yes,Yes,410000
4999244,nesimi,28 May m.,4,196,4,17,new,No,Yes,540000
4999239,nesimi,Nəsimi r.,1,42,4,4,old,Yes,Yes,138000
4852167,nesimi,Memar Əcəmi m.,4,165,3,4,new,Yes,Yes,329000
4999212,nesimi,8 Noyabr m.,2,65,9,9,old,Yes,Yes,145000
4920746,nesimi,Nəsimi r.,4,164,3,20,new,Yes,Yes,375000
4572205,nesimi,Nəsimi r.,2,93,9,10,new,No,No,236000
4999147,nesimi,Memar Əcəmi m.,2,60,2,5,old,Yes,Yes,113000
4999149,nesimi,8 Noyabr m.,3,65,9,9,old,No,Yes,145000
4851802,nesimi,8 Noyabr m.,4,110,3,19,new,Yes,Yes,263000
4999108,nesimi,Nəsimi r.,3,75,2,5,old,Yes,Yes,180000
4999100,nesimi,Nəsimi r.,3,146,2,15,new,Yes,Yes,340000
4917055,nesimi,20 Yanvar m.,3,80,3,9,new,Yes,Yes,145000
4908000,nesimi,Memar Əcəmi m.,1,35,2,5,old,Yes,Yes,93000
4619690,nesimi,Memar Əcəmi m.,2,55,4,5,old,Yes,Yes,150000
4911198,nesimi,Memar Əcəmi m.,2,55,5,5,old,Yes,Yes,117000
4999011,nesimi,Nizami m.,3,150,14,16,new,Yes,Yes,365000
4998919,nesimi,8 Noyabr m.,4,136,7,14,new,Yes,Yes,355000
4981282,nesimi,Memar Əcəmi m.,2,50,5,5,old,Yes,Yes,108000
4748953,nesimi,Nəsimi r.,2,60,9,18,new,Yes,Yes,131000
4998862,nesimi,Nəsimi r.,4,240,12,20,new,Yes,Yes,570000
4920251,nesimi,20 Yanvar m.,3,140,16,18,new,Yes,Yes,285000
4731466,nesimi,20 Yanvar m.,3,105,18,29,new,Yes,Yes,190000
4998811,nesimi,Nəsimi r.,3,131,5,7,new,Yes,No,260000
4709325,nesimi,Nizami m.,2,87,8,16,new,Yes,Yes,320000
4995605,nesimi,20 Yanvar m.,2,55.7,15,17,new,Yes,No,167999
4800839,nesimi,Nizami m.,1,40,2,5,old,Yes,Yes,130000
4998738,nesimi,28 May m.,3,161,5,16,new,Yes,Yes,450000
4924422,nesimi,8 Noyabr m.,4,110,3,19,new,Yes,Yes,265000
4998732,nesimi,Nəsimi r.,3,110,12,17,new,Yes,Yes,425000
4998719,nesimi,28 May m.,3,108,8,15,new,Yes,No,330000
4998717,nesimi,8 Noyabr m.,3,116,15,17,new,Yes,Yes,250000
4998704,nesimi,Nizami m.,3,175,8,10,new,No,Yes,875000
4921597,nesimi,Nəsimi r.,4,272,14,17,new,Yes,Yes,900000
4998671,nesimi,28 May m.,2,109,3,16,new,No,No,265000
4998633,nesimi,20 Yanvar m.,4,155,14,22,new,Yes,Yes,375000
4861300,nesimi,Nəsimi r.,1,55,12,16,new,Yes,Yes,209000
4976842,nesimi,8 Noyabr m.,3,95,6,7,new,Yes,Yes,328000
4998564,nesimi,28 May m.,2,62,13,16,new,Yes,No,220000
4998548,nesimi,Nəsimi r.,3,120,4,19,new,Yes,No,370000
4998515,nesimi,8 Noyabr m.,3,90,7,9,old,Yes,Yes,185000
4998513,nesimi,28 May m.,2,83,13,15,new,Yes,Yes,230000
4998500,nesimi,20 Yanvar m.,3,100,9,18,new,Yes,Yes,260000
4998495,nesimi,28 May m.,6,400.5,14,15,new,Yes,Yes,1700000
4893097,nesimi,8 Noyabr m.,4,140,15,17,new,Yes,Yes,350000
4998492,nesimi,Nizami m.,3,85,4,17,new,Yes,Yes,329000
4998490,nesimi,Nəsimi r.,2,90,4,16,new,Yes,Yes,260000
4996836,nesimi,28 May m.,2,83,13,15,new,Yes,No,230000
4998420,nesimi,28 May m.,2,108,5,15,new,Yes,No,365000
4930245,nesimi,Gənclik m.,3,122,2,9,old,Yes,Yes,234000
4998398,nesimi,8 Noyabr m.,3,148,9,27,new,Yes,Yes,398000
4998383,nesimi,8 Noyabr m.,3,170,9,17,new,Yes,Yes,365000
4998370,nesimi,Memar Əcəmi m.,3,167,4,13,new,Yes,Yes,320000
4998369,nesimi,Memar Əcəmi m.,3,100,4,9,new,Yes,Yes,230000
4918829,nesimi,20 Yanvar m.,4,120,16,17,new,Yes,Yes,298000
4998347,nesimi,8 Noyabr m.,3,148,27,27,new,Yes,Yes,368000
4998329,nesimi,Nəsimi r.,3,170,8,17,new,No,No,365000
4998310,nesimi,8 Noyabr m.,3,70,9,9,old,Yes,Yes,145000
4998307,nesimi,28 May m.,2,98,6,14,new,No,No,262000
4998290,nesimi,28 May m.,2,82,14,16,new,Yes,No,260000
4998282,nesimi,Nəsimi m.,2,93,10,18,new,Yes,Yes,210000
4998263,nesimi,Nəsimi r.,3,130,10,17,new,Yes,Yes,370000
4998257,nesimi,28 May m.,3,113,5,14,new,Yes,No,398000
4998216,nesimi,28 May m.,3,101,3,17,new,Yes,No,260000
4998198,nesimi,28 May m.,3,108,8,14,new,Yes,No,355000
4691983,nesimi,Nizami m.,5,267,12,17,new,No,Yes,855000
4853741,nesimi,20 Yanvar m.,4,115,4,12,new,Yes,Yes,240000
4668291,nesimi,Memar Əcəmi m.,3,78,3,5,old,Yes,Yes,159000
4910979,nesimi,8 Noyabr m.,2,58,4,5,old,Yes,Yes,135000
4998159,nesimi,3-cü mikrorayon q.,3,105,3,11,new,Yes,Yes,298000
4731365,nesimi,Memar Əcəmi m.,3,55,1,5,old,Yes,Yes,110000
4998136,nesimi,3-cü mikrorayon q.,3,105,8,11,new,Yes,Yes,295000
4998124,nesimi,Memar Əcəmi m.,3,115,12,18,new,Yes,Yes,288000
4998121,nesimi,Nəsimi r.,4,167,12,18,new,Yes,Yes,480000
4998116,nesimi,Nizami m.,3,125,12,16,new,Yes,No,650000
4979495,nesimi,20 Yanvar m.,2,95,13,17,new,Yes,Yes,215000
4510579,nesimi,Memar Əcəmi m.,2,57,3,5,old,Yes,Yes,116000
4868877,nesimi,Memar Əcəmi m.,2,58,4,5,old,Yes,Yes,118000
4711815,nesimi,28 May m.,4,210,10,16,new,Yes,Yes,630000
4998080,nesimi,Nizami m.,4,168,14,17,new,No,Yes,495600
4998070,nesimi,Nəsimi r.,4,150,12,15,new,Yes,Yes,395000
4998057,nesimi,20 Yanvar m.,3,125,16,19,new,Yes,Yes,330000
4998028,nesimi,Nəsimi r.,4,158,12,16,new,Yes,Yes,360000
4998010,nesimi,Memar Əcəmi m.,3,75,8,9,old,Yes,Yes,158000
4998000,nesimi,Nəsimi r.,2,92,9,10,new,No,No,265000
4997981,nesimi,Memar Əcəmi m.,1,60,3,11,new,Yes,Yes,165000
4717269,nesimi,28 May m.,2,100,10,16,new,No,No,235000
4997955,nesimi,Nəsimi r.,4,225,15,20,new,Yes,Yes,590000
4827422,nesimi,28 May m.,4,205,3,14,new,Yes,Yes,490000
4892847,nesimi,Nəsimi r.,4,173,5,21,new,Yes,Yes,390000
4769531,nesimi,28 May m.,4,140,12,13,new,Yes,Yes,360000
4771519,nesimi,Nəsimi r.,2,67,13,17,new,Yes,Yes,205000
4997942,nesimi,8 Noyabr m.,2,65,9,9,old,Yes,Yes,140000
4997941,nesimi,Nəsimi r.,4,276,8,17,new,No,Yes,1150000
4997923,nesimi,20 Yanvar m.,3,96,13,17,new,Yes,Yes,235000
4997921,nesimi,Memar Əcəmi m.,3,85,2,13,new,Yes,Yes,209999
4997885,nesimi,Nəsimi r.,3,157.4,11,17,new,No,Yes,650000
4917281,nesimi,28 May m.,2,45,7,16,new,Yes,No,185000
4997878,nesimi,28 May m.,3,155,7,18,new,Yes,Yes,400000
4997845,nesimi,Nəsimi r.,3,90,2,3,old,Yes,Yes,200000
4997830,nesimi,8 Noyabr m.,4,125,13,13,new,Yes,Yes,450000
4997815,nesimi,28 May m.,3,120,8,18,new,Yes,Yes,345000
4766370,nesimi,Memar Əcəmi m.,2,43,1,5,old,Yes,Yes,105000
4931449,nesimi,Nizami m.,3,120,3,12,new,No,Yes,285000
4908780,nesimi,Nizami m.,1,38,7,16,new,No,No,122000
4920576,nesimi,Nəsimi r.,2,45,7,16,new,Yes,No,185000
4852667,nesimi,20 Yanvar m.,4,135,12,18,new,Yes,Yes,310000
4704233,nesimi,Nəsimi r.,2,55,3,18,new,No,No,185000
4997730,nesimi,Memar Əcəmi m.,3,140,4,16,new,Yes,Yes,290000
4997722,nesimi,Memar Əcəmi m.,2,65,4,10,new,Yes,Yes,165000
4832204,nesimi,28 May m.,3,153,5,16,new,No,No,572000
4991551,nesimi,8 Noyabr m.,2,72,12,17,new,Yes,Yes,255000
4914807,nesimi,Nəsimi r.,3,108,4,17,new,Yes,Yes,280000
4997685,nesimi,20 Yanvar m.,2,50,2,5,old,Yes,Yes,122000
4997678,nesimi,Memar Əcəmi m.,3,75,1,5,old,Yes,Yes,150000
4997661,nesimi,28 May m.,3,155,7,15,new,Yes,Yes,400000
4997658,nesimi,8 Noyabr m.,3,170,11,18,new,Yes,Yes,370000
4997643,nesimi,Nəsimi r.,3,148,11,27,new,Yes,Yes,399000
4997633,nesimi,28 May m.,2,72,2,16,new,Yes,Yes,258000
4963482,nesimi,Nəsimi r.,3,145,11,27,new,Yes,Yes,486000
4997614,nesimi,28 May m.,2,70,6,6,old,Yes,Yes,209000
4275662,nesimi,Memar Əcəmi m.,2,55,4,5,old,Yes,Yes,117450
4904095,nesimi,Nəsimi r.,4,185,16,17,new,No,Yes,342000
4904046,nesimi,Nəsimi r.,5,215,16,17,new,No,Yes,397750
4920521,nesimi,Nəsimi r.,6,354,9,18,new,Yes,Yes,1400000
4847068,nesimi,8 Noyabr m.,3,101,13,18,new,Yes,Yes,226000
4789985,nesimi,Memar Əcəmi m.,3,85,4,5,old,Yes,Yes,155000
4847326,nesimi,Memar Əcəmi m.,2,65,5,9,old,Yes,Yes,146000
3620441,nesimi,Nəsimi r.,4,178,19,20,new,Yes,No,500000
4716226,nesimi,Nizami m.,8,872,15,16,new,No,Yes,2965000
4997510,nesimi,8 Noyabr m.,4,216,11,16,new,Yes,Yes,390000
3430851.html,nesimi,Sahil m.,4,237,9,16,new,No,No,710000
4997440,nesimi,Memar Əcəmi m.,3,80,2,13,new,Yes,Yes,208000
4659133,nesimi,Nizami m.,3,115,8,17,new,Yes,Yes,415000
4997428,nesimi,28 May m.,2,45,4,5,old,Yes,Yes,185000
4997401,nesimi,8 Noyabr m.,3,118,10,17,new,Yes,Yes,249000
4919941,nesimi,Şah İsmayıl Xətai m.,2,105,7,19,new,Yes,Yes,273000
4851169,nesimi,Nəsimi r.,5,205,12,18,new,No,Yes,338000
4997355,nesimi,Nəsimi r.,2,55,16,20,new,Yes,Yes,215000
4902031,nesimi,28 May m.,3,135,15,18,new,No,No,304000
4278363,nesimi,Nəsimi r.,2,90,4,16,new,Yes,No,255000
4916122,nesimi,28 May m.,2,75,8,17,new,No,No,235000
4997319,nesimi,Memar Əcəmi m.,2,58,4,5,old,Yes,Yes,149000
4997304,nesimi,Memar Əcəmi m.,3,75,8,9,old,Yes,Yes,158000
4997315,nesimi,Gənclik m.,2,74.5,11,16,new,No,No,160000
4997298,nesimi,Nizami m.,2,97,2,15,new,No,Yes,310000
4849271,nesimi,8 Noyabr m.,3,220,10,20,new,Yes,Yes,370000
4997284,nesimi,8 Noyabr m.,3,65,9,9,old,Yes,Yes,145000
4997268,nesimi,Nəsimi r.,2,88,17,17,new,No,No,202000
